stationId,stationName,stationLatitude,stationLongitude,parkingQRBikeCnt,parkingELECBikeCnt,parkingTotBikeCnt
ST-4,102. 망원역 1번출구 앞,37.5556488,126.91062927,3.0,1.0,4.0
ST-5,103. 망원역 2번출구 앞,37.55495071,126.91083527,3.0,4.0,7.0
ST-6,104. 합정역 1번출구 앞,37.55062866,126.91498566,2.0,1.0,3.0
ST-7,105. 합정역 5번출구 앞,37.55000687,126.91482544,0.0,0.0,0.0
ST-8,106. 합정역 7번출구 앞,37.54864502,126.91282654,3.0,0.0,3.0
ST-9,107. 신한은행 서교동지점,37.55751038,126.91850281,2.0,0.0,2.0
ST-10,108. 서교동 사거리,37.55274582,126.91861725,0.0,0.0,0.0
ST-11,109. 제일빌딩 앞,37.54769135,126.91998291,4.0,1.0,5.0
ST-15,111. 상수역 2번출구 앞,37.54787064,126.92353058,0.0,0.0,0.0
ST-16,112. 극동방송국 앞,37.54920197,126.92320251,3.0,0.0,3.0
ST-18,113. 홍대입구역 2번출구 앞,37.5574379,126.9238205,32.0,1.0,33.0
ST-20,114. 홍대입구역 8번출구 앞,37.55706024,126.92442322,3.0,0.0,3.0
ST-12,115. 마스타 빌딩 앞,37.55893326,126.92711639,3.0,0.0,3.0
ST-17,117. 홍은사거리,37.59115982,126.94132996,10.0,0.0,10.0
ST-19,118. 광흥창역 2번출구 앞,37.54773331,126.9317627,2.0,0.0,2.0
ST-21,119. 서강나루 공원,37.54528427,126.93105316,0.0,16.0,16.0
ST-22,120. 신수동 사거리,37.54524231,126.93411255,1.0,0.0,1.0
ST-23,121. 마포소방서 앞,37.54976654,126.93317413,1.0,0.0,1.0
ST-24,122. 신성기사식당 앞,37.54745865,126.93837738,5.0,1.0,6.0
ST-25,123. 문화촌 공원,37.59432983,126.9473877,23.0,2.0,25.0
ST-26,124. 서강대 정문 건너편,37.55113983,126.93698883,0.0,0.0,0.0
ST-27,125. 서강대 남문 옆,37.54948425,126.93894958,3.0,1.0,4.0
ST-28,126. 서강대 후문 옆,37.55041122,126.94384766,29.0,0.0,29.0
ST-29,127. 현대벤처빌 앞,37.5535202,126.93695068,1.0,0.0,1.0
ST-30,128. 신촌역(2호선) 1번출구 옆,37.55549622,126.93634033,0.0,0.0,0.0
ST-31,129. 신촌역(2호선) 6번출구 옆,37.55505371,126.93756866,3.0,0.0,3.0
ST-32,130. 신촌역(2호선) 7번출구 앞,37.55485916,126.93615723,1.0,0.0,1.0
ST-33,131. 증산2교,37.5841713,126.91110229,54.0,4.0,58.0
ST-35,133. 해담는다리,37.58203125,126.90899658,33.0,10.0,43.0
ST-36,134. 연세로 명물길,37.55789185,126.93807983,1.0,0.0,1.0
ST-37,135. 명물길 원형무대 앞,37.55922699,126.93984222,0.0,0.0,0.0
ST-39,137. 신촌기차역입구 교차로,37.55681229,126.9431839,1.0,0.0,1.0
ST-40,138. 신촌동 제1공영주차장 앞,37.5591774,126.93452454,1.0,0.0,1.0
ST-43,139. 연세대 정문 건너편,37.55986404,126.93441772,1.0,0.0,1.0
ST-41,140. 이화여대 후문,37.560009,126.94073486,5.0,1.0,6.0
ST-42,141. 연대 대운동장 옆,37.56238174,126.93264771,0.0,0.0,0.0
ST-200,142. 아현역 4번출구 앞,37.55720139,126.95566559,7.0,4.0,11.0
ST-201,143. 공덕역 2번출구,37.54457855,126.9502182,7.0,0.0,7.0
ST-202,144. 공덕역 8번출구,37.5435791,126.95132446,21.0,2.0,23.0
ST-203,145. 공덕역 5번출구,37.54425049,126.95163727,13.0,13.0,26.0
ST-204,146. 마포역 2번출구 뒤,37.53993607,126.94582367,20.0,0.0,20.0
ST-205,147. 마포역 4번출구 뒤,37.53927231,126.94591522,8.0,4.0,12.0
ST-206,148. 용강동 주민센터 앞,37.54234695,126.94302368,20.0,6.0,26.0
ST-207,150. 서강대역 2번출구 앞,37.55295563,126.93434143,1.0,0.0,1.0
ST-210,153. 성산2교 사거리,37.56469727,126.91261292,3.0,2.0,5.0
ST-211,154. 마포구청역 ,37.56090927,126.90549469,30.0,6.0,36.0
ST-212,155. 가좌역1 번출구 앞,37.56829453,126.91504669,6.0,4.0,10.0
ST-213,156. 서울서부지방법원 앞,37.54933167,126.95491791,14.0,4.0,18.0
ST-214,157. 애오개역 4번출구 앞,37.5530014,126.95668793,41.0,3.0,44.0
ST-216,159. 이대역 4번 출구,37.55695343,126.94634247,0.0,0.0,0.0
ST-217,160. 북아현동 가구거리,37.55754852,126.9593811,0.0,0.0,0.0
ST-218,161. 무악재역1번 출구,37.58224487,126.95064545,0.0,0.0,0.0
ST-219,162. 봉원고가차도 밑,37.56526947,126.94624329,7.0,0.0,7.0
ST-220,163. 명지전문대학교 정문 앞,37.58369827,126.9249649,3.0,0.0,3.0
ST-221,164. 북가좌1동 주민센터 ,37.57447815,126.91004944,5.0,0.0,5.0
ST-222,165. 중앙근린공원,37.57513809,126.91394043,2.0,1.0,3.0
ST-223,166. 가재울 초등학교,37.57381821,126.91923523,6.0,9.0,15.0
ST-224,167. 연가초등학교 옆,37.57946014,126.91712952,0.0,0.0,0.0
ST-226,169. 북가좌 삼거리,37.57300186,126.90779877,3.0,2.0,5.0
ST-227,170. DMC파크뷰자이아파트 302동 앞,37.57311249,126.9224472,20.0,3.0,23.0
ST-228,171. 임광빌딩 앞,37.56472397,126.96727753,7.0,0.0,7.0
ST-230,173. 서대문역 8번출구 앞,37.56477737,126.96614838,1.0,2.0,3.0
ST-231,175. 홍연2교옆,37.57806778,126.93088531,16.0,0.0,16.0
ST-555,176. 명지대학교 도서관,37.58109665,126.92402649,14.0,1.0,15.0
ST-345,177. 북가좌 초등학교,37.57767487,126.9098053,20.0,1.0,21.0
ST-349,178. 증산3교 앞,37.57987595,126.90634918,27.0,4.0,31.0
ST-232,179. 가좌역 4번출구 앞,37.56877518,126.91529846,23.0,0.0,23.0
ST-233,180. 충정로역 7번출구 아래,37.55996704,126.96246338,0.0,0.0,0.0
ST-339,181. 망원초록길 입구,37.55134201,126.90267181,10.0,0.0,10.0
ST-340,182. 망원2빗물펌프장 앞,37.5513649,126.90306091,6.0,1.0,7.0
ST-341,183. 하늘채코오롱아파트 건너편,37.56516647,126.91939545,0.0,1.0,1.0
ST-342,184. 7번가피자 서교망원점,37.55894852,126.90775299,52.0,5.0,57.0
ST-343,185. 마포 신수공원 앞,37.54254532,126.93429565,18.0,2.0,20.0
ST-344,186. 월드컵공원,37.56396484,126.89820862,39.0,19.0,58.0
ST-346,188. 홍은동 정원여중 입구,37.58638763,126.93512726,16.0,4.0,20.0
ST-347,191. 서우빌딩,37.57889175,126.91073608,35.0,4.0,39.0
ST-348,192. 연서어린이공원,37.57222748,126.92306519,10.0,0.0,10.0
ST-350,194. 증산교 앞,37.57731628,126.90296936,19.0,9.0,28.0
ST-351,195. 모래내고가차도 ,37.56765747,126.91780853,0.0,0.0,0.0
ST-352,196. 연희교차로 인근,37.56612015,126.92589569,1.0,0.0,1.0
ST-354,198. 충정2교,37.5621376,126.96377563,11.0,4.0,15.0
ST-443,199. 서울 월드컵 경기장,37.56684494,126.89644623,15.0,12.0,27.0
ST-45,200. 국회의원회관,37.52841568,126.91391754,2.0,0.0,2.0
ST-46,201. 진미파라곤 앞,37.53123856,126.92133331,5.0,0.0,5.0
ST-47,202. 국민일보 앞,37.52881622,126.92453003,7.0,0.0,7.0
ST-51,203. 국회의사당역 3번출구 옆,37.5280571,126.91870117,2.0,0.0,2.0
ST-50,204. 국회의사당역 5번출구 옆,37.52816391,126.91702271,2.0,0.0,2.0
ST-52,205. 산업은행 앞,37.52626419,126.92050934,7.0,0.0,7.0
ST-53,206. KBS 앞,37.52466583,126.91802216,4.0,0.0,4.0
ST-73,207. 여의나루역 1번출구 앞,37.52715683,126.93190002,2.0,0.0,2.0
ST-55,209. 유진투자증권빌딩 앞,37.52461243,126.92783356,9.0,0.0,9.0
ST-59,213. KT앞,37.52190781,126.91895294,8.0,1.0,9.0
ST-60,214. 금융감독원 앞,37.5230217,126.9208374,20.0,2.0,22.0
ST-64,215. 여의도고교 앞,37.52483749,126.93490601,9.0,0.0,9.0
ST-66,217. NH농협은행 앞,37.52207947,126.93036652,20.0,0.0,20.0
ST-62,219. 롯데캐슬엠파이어 옆,37.52069473,126.92583466,17.0,0.0,17.0
ST-63,220. 미성아파트 A동 앞,37.5193634,126.92604828,4.0,0.0,4.0
ST-67,221. 여의도초교 앞,37.52267456,126.93778992,0.0,0.0,0.0
ST-68,222. 시범아파트버스정류장 옆,37.51902008,126.93688965,6.0,1.0,7.0
ST-69,223. 진주아파트상가 앞,37.51913071,126.9333725,2.0,0.0,2.0
ST-70,224. 롯데캐슬 앞,37.5200882,126.93236542,1.0,1.0,2.0
ST-71,225. 앙카라공원 앞,37.51758575,126.92961884,4.0,0.0,4.0
ST-72,226. 샛강역 1번출구 앞,37.51776505,126.92841339,2.0,0.0,2.0
ST-277,227. 양평2나들목 보행통로 입구,37.54466629,126.88835907,27.0,5.0,32.0
ST-278,228. 선유도역 3번출구 앞,37.53845978,126.89450836,11.0,0.0,11.0
ST-279,229. 양평1 보행육교 앞,37.53587341,126.8921814,5.0,0.0,5.0
ST-413,230. 영등포구청역 1번출구,37.52463531,126.89621735,17.0,0.0,17.0
ST-280,231. 남부고용노동지청 남측,37.52450562,126.89182281,3.0,0.0,3.0
ST-281,232. 양평우림 이비즈센타 앞,37.52565002,126.88781738,0.0,3.0,3.0
ST-282,233. 양평1동 YP센터 앞,37.52848816,126.89164734,6.0,0.0,6.0
ST-283,234. 영등포구민체육센터 앞,37.50046158,126.90584564,18.0,1.0,19.0
ST-284,235. 신길동 우리은행 옆,37.50456619,126.91023254,3.0,0.0,3.0
ST-285,236. 문래동자이아파트 앞,37.51615524,126.89461517,3.0,2.0,5.0
ST-286,237. 보라매 두산위브 건너편,37.49651337,126.91480255,1.0,2.0,3.0
ST-287,238. 제2구민체육센타 앞,37.52638626,126.90275574,9.0,0.0,9.0
ST-288,239. 유스호스텔 앞,37.5258522,126.90328217,3.0,0.0,3.0
ST-289,240. 문래역 4번출구 앞,37.51873779,126.89557648,6.0,1.0,7.0
ST-290,241. 신길우성1차아파트 앞 공원,37.50501633,126.89853668,0.0,0.0,0.0
ST-291,242. 신길선원가와인아파트 앞,37.51093292,126.91022491,0.0,0.0,0.0
ST-292,243. 이앤씨드림타워 앞,37.52708435,126.89138031,7.0,0.0,7.0
ST-293,244. 영등포삼환아파트 앞,37.53007889,126.90570831,1.0,1.0,2.0
ST-294,245. 삼성생명 당산사옥 앞,37.52826309,126.89662933,9.0,0.0,9.0
ST-295,247. 당산역 10번출구 앞,37.53342056,126.90223694,8.0,2.0,10.0
ST-296,248. 초원아파트 앞,37.53105545,126.92420959,1.0,0.0,1.0
ST-297,249. 여의도중학교 옆,37.52434921,126.93611908,0.0,0.0,0.0
ST-298,250. 대림아파트 사거리,37.50764084,126.92308044,1.0,0.0,1.0
ST-299,251. 서울지방병무청 버스정류장,37.50449371,126.92195129,4.0,1.0,5.0
ST-300,252. 보라매역4번출구,37.49982834,126.91994476,15.0,0.0,15.0
ST-302,254. 도림신협 앞,37.50380325,126.90341949,6.0,1.0,7.0
ST-303,255. 도림사거리,37.50657272,126.90113068,10.0,2.0,12.0
ST-304,256. 동아에코빌입구,37.50947571,126.89929962,5.0,1.0,6.0
ST-306,258. 신길역3번출구,37.51769257,126.91429901,1.0,0.0,1.0
ST-307,259. 대방역6번출구,37.51359177,126.92593384,8.0,4.0,12.0
ST-414,260. 여의도 마리나선착장 앞,37.53365707,126.91216278,2.0,0.0,2.0
ST-416,262. 영문초등학교 사거리,37.51992798,126.88918304,3.0,0.0,3.0
ST-417,263. 근로자회관 사거리,37.51715088,126.8886261,3.0,1.0,4.0
ST-418,264. 교보생명보험 앞,37.52193069,126.89161682,2.0,0.0,2.0
ST-419,265. 영등포유통상가 사거리,37.52113342,126.89653778,4.0,1.0,5.0
ST-420,266. 영등포청과시장 사거리,37.52029419,126.90119171,2.0,1.0,3.0
ST-421,267. 삼성화재 사옥 옆,37.53596115,126.89830017,1.0,0.0,1.0
ST-422,268. 그랜드컨벤션센터 앞,37.53471756,126.90000153,7.0,0.0,7.0
ST-424,270. 증권거래소후문교차로,37.52234268,126.92710114,26.0,0.0,26.0
ST-425,271. 샛강생태공원방문자센터 앞,37.51896286,126.9216156,2.0,0.0,2.0
ST-426,272. 당산육갑문,37.53533936,126.90367889,2.0,0.0,2.0
ST-1320,275. 신동아아파트,37.52269745,126.88568115,16.0,4.0,20.0
ST-1321,276. 영등포로터리2,37.51828384,126.9126358,1.0,2.0,3.0
ST-1323,278. 쌍용플레티넘오피스텔,37.50793076,126.89523315,3.0,1.0,4.0
ST-1353,279. 영등포 푸르지오 아파트 B,37.51322937,126.90446472,0.0,0.0,0.0
ST-1539,280. 양평동6차현대아파트 앞,37.53210068,126.8944397,7.0,5.0,12.0
ST-1540,281. 대림신동아아파트 앞,37.49824142,126.89398193,2.0,0.0,2.0
ST-1541,282. 신한은행 대림동지점,37.48752975,126.90487671,3.0,0.0,3.0
ST-1649,283. 아크로타워 스퀘어(영등포시장),37.52251816,126.90721893,32.0,3.0,35.0
ST-1650,284. 센트럴 푸르지오 시티 앞,37.51821136,126.90222931,2.0,0.0,2.0
ST-1651,285. 대림3동사거리(하나은행),37.49985886,126.89723969,9.0,1.0,10.0
ST-1652,286. 우성아파트 교차로,37.49457169,126.89974976,16.0,3.0,19.0
ST-1653,287. 영등포전화국사거리 (서강어린이공원),37.52576828,126.90573883,8.0,1.0,9.0
ST-1677,288. 쌍용예가(구청별관),37.52809906,126.89338684,1.0,0.0,1.0
ST-1697,289. 대림3동사거리,37.49980927,126.89800262,8.0,4.0,12.0
ST-1698,290. 새말소공원,37.5315094,126.89782715,1.0,0.0,1.0
ST-1699,291. 문래동 하이테크 시티,37.51412964,126.89939117,8.0,0.0,8.0
ST-1700,292. 영일 어린이공원,37.51012039,126.90406799,3.0,1.0,4.0
ST-1701,293. 충북 미래관,37.52917099,126.90757751,51.0,3.0,54.0
ST-1967,295.영등포공원 분수대 앞,37.51481247,126.91170502,3.0,0.0,3.0
ST-1968,296.KT플라자 영등포점,37.52630234,126.90538025,4.0,1.0,5.0
ST-1969,297.국회3문,37.52863693,126.91267395,0.0,0.0,0.0
ST-1970,298.KBS 연구동 건너편,37.52750778,126.91429901,2.0,0.0,2.0
ST-1971,299.여의도 순복음교회,37.53179169,126.92245483,0.0,1.0,1.0
ST-116,300. 정동사거리,37.56805038,126.96923065,1.0,1.0,2.0
ST-117,301. 경복궁역 7번출구 앞,37.57579422,126.97145081,1.0,0.0,1.0
ST-118,302. 경복궁역 4번출구 뒤,37.57594681,126.97406006,1.0,0.0,1.0
ST-119,303. 광화문역 1번출구 앞,37.57176971,126.97466278,5.0,1.0,6.0
ST-121,305. 종로구청 옆,37.57255936,126.97833252,3.0,0.0,3.0
ST-123,307. 서울역사박물관 앞,37.56999969,126.97109985,1.0,0.0,1.0
ST-124,308. 광화문 S타워 앞,37.56996918,126.97393799,11.0,1.0,12.0
ST-125,309. 광화문역 6번출구 옆 B,37.56996155,126.97615814,1.0,1.0,2.0
ST-126,310. 청계광장 옆,37.56887817,126.9774704,5.0,1.0,6.0
ST-130,314. 국립현대미술관,37.5797081,126.98085785,2.0,0.0,2.0
ST-132,316. 종각역 1번출구 앞,37.57039642,126.98178864,4.0,0.0,4.0
ST-134,318. 광교사거리 남측,37.56863403,126.98231506,1.0,2.0,3.0
ST-136,320. 을지로입구역 4번출구 앞,37.56622314,126.98358917,2.0,0.0,2.0
ST-137,321. KEB 하나금융그룹 명동사옥 옆,37.56546402,126.98413849,2.0,0.0,2.0
ST-138,322. 명동성당 앞,37.56447601,126.98696899,0.0,0.0,0.0
ST-140,324. 신세계백화점 본점 앞,37.56143188,126.98069763,0.0,0.0,0.0
ST-142,326. 안국역 5번출구 앞,37.57624054,126.98616028,3.0,0.0,3.0
ST-143,327. 낙원상가 옆,37.57335663,126.9874649,2.0,0.0,2.0
ST-144,328. 탑골공원 앞,37.57039642,126.9881897,1.0,1.0,2.0
ST-145,329. 청계2가 사거리 옆,37.56848526,126.98788452,2.0,1.0,3.0
ST-147,331. 을지로2가 사거리 북측,37.56638336,126.98720551,5.0,0.0,5.0
ST-148,332. 을지로2가 사거리 남측,37.56599045,126.98779297,1.0,0.0,1.0
ST-150,334. 종로3가역 2번출구 뒤,37.5705986,126.99179077,2.0,0.0,2.0
ST-151,335. 종로3가역 15번출구 앞,37.57019424,126.99165344,2.0,0.0,2.0
ST-152,336. 충무로역 6번출구 앞,37.56144714,126.99311066,1.0,0.0,1.0
ST-153,337. 창경궁 입구,37.57897949,126.99647522,2.0,6.0,8.0
ST-154,338. 세운스퀘어 앞,37.57095718,126.99712372,0.0,0.0,0.0
ST-155,339. 종로4가 사거리,37.57106781,126.99819183,0.0,0.0,0.0
ST-156,340. 혜화동 로터리,37.58562851,127.00067902,2.0,0.0,2.0
ST-157,341. 혜화역 3번출구 뒤,37.58156967,127.00178528,9.0,0.0,9.0
ST-158,342. 대학로 마로니에공원,37.57978439,127.00253296,2.0,0.0,2.0
ST-159,343. 예일빌딩(율곡로) 앞,37.57561111,127.00469971,3.0,5.0,8.0
ST-160,344. 성균관대 E하우스 앞,37.57419968,127.0065918,7.0,10.0,17.0
ST-161,345. 서울보증보험본사 앞,37.57330704,127.00070953,1.0,2.0,3.0
ST-162,346. 맥스타일 앞,37.56918335,127.00988007,3.0,3.0,6.0
ST-163,347. 동대문역사문화공원역 9번출구 앞,37.56533051,127.00784302,1.0,6.0,7.0
ST-183,348. 독립문역 사거리,37.57202911,126.96078491,1.0,6.0,7.0
ST-165,349. 어린이도서관,37.57633209,126.96858978,0.0,1.0,1.0
ST-167,351. 청운초교 앞 삼거리,37.58496857,126.97041321,2.0,3.0,5.0
ST-168,352. 중앙고입구 삼거리,37.58341599,126.98523712,0.0,1.0,1.0
ST-169,353. 재동초교 앞 삼거리,37.57938766,126.9849472,3.0,0.0,3.0
ST-170,354. 포르투갈 대사관 앞,37.57915497,126.98896027,16.0,0.0,16.0
ST-171,355. 서울사대부속초교 앞,37.57650757,127.00245667,4.0,6.0,10.0
ST-172,356. KT혜화지사 앞,37.57714462,127.00205994,6.0,4.0,10.0
ST-173,358. 성균관대입구 사거리 A,37.58250046,126.99853516,1.0,3.0,4.0
ST-174,359. 원남동사거리,37.57606125,126.99768066,3.0,6.0,9.0
ST-175,361. 동묘앞역 1번출구 뒤,37.57324219,127.01590729,4.0,34.0,38.0
ST-176,362. 청계8가사거리 A,37.57219696,127.02304077,6.0,9.0,15.0
ST-177,363. 신설동역 11번출구 뒤,37.57559204,127.02285004,31.0,14.0,45.0
ST-178,364. 창신역 1번출구 앞,37.57933426,127.01508331,0.0,0.0,0.0
ST-180,367. 독립문역 3-1번출구 ,37.57415771,126.95851898,12.0,0.0,12.0
ST-181,368. SK 서린빌딩 앞,37.5692482,126.98053741,5.0,2.0,7.0
ST-185,370. 시청역(2호선) 9번출구 뒤,37.56322861,126.97483826,7.0,1.0,8.0
ST-186,371. 동대입구역 6번출구 뒤,37.55887222,127.00553894,1.0,3.0,4.0
ST-187,372. 약수역 3번출구 뒤,37.55429459,127.01119995,4.0,6.0,10.0
ST-189,374. 청구역 2번출구 앞,37.5604744,127.01407623,7.0,9.0,16.0
ST-194,379. 서울역9번출구,37.55599976,126.97335815,5.0,0.0,5.0
ST-195,380. CJ제일제당 앞,37.56386566,127.00274658,5.0,3.0,8.0
ST-196,381. 장충체육관,37.55853271,127.00698853,4.0,1.0,5.0
ST-197,382. 약수역 10번출구 앞,37.55519867,127.01004791,0.0,5.0,5.0
ST-198,383. 신당역 12번 출구 뒤,37.5658493,127.0164032,2.0,16.0,18.0
ST-199,384. 종로학원본원 ,37.55978012,126.96850586,1.0,1.0,2.0
ST-336,385. 종각역 5번출구,37.56983566,126.98265839,1.0,0.0,1.0
ST-338,387. 훈련원공원주차장 앞,37.56699371,127.00346375,7.0,14.0,21.0
ST-444,388. 동성중학교 앞,37.58573532,127.0016098,0.0,1.0,1.0
ST-943,389. 을지로4가역 1번출구,37.5667305,126.99660492,0.0,0.0,0.0
ST-944,390. 충무로역 1번출구,37.56138992,126.9953537,0.0,0.0,0.0
ST-977,391. 시립미술관,37.56505203,126.97340393,6.0,0.0,6.0
ST-1372,393. 동대문역 8번 출구,37.57014084,127.00937653,6.0,0.0,6.0
ST-1373,394. 경희궁 자이 3단지,37.56748962,126.96591949,8.0,0.0,8.0
ST-1374,395. 경희궁 자이 2단지,37.56885529,126.96456146,3.0,7.0,10.0
ST-1432,397. 종묘공영주차장 건너편,37.57048035,126.99663544,0.0,0.0,0.0
ST-1435,398. 을지로3가역 3번출구,37.56655884,126.99243927,0.0,0.0,0.0
ST-1436,399. 서울역 센트럴 자이아파트,37.55410767,126.96540833,0.0,0.0,0.0
ST-110,400. 상암한화오벨리스크 1차 앞,37.58752441,126.88300323,22.0,8.0,30.0
ST-76,401. 상암월드컵파크 10단지 앞,37.58618927,126.88161469,7.0,10.0,17.0
ST-77,402. 상암월드컵파크 9단지 앞,37.58285522,126.87982178,5.0,6.0,11.0
ST-78,403. 부엉이공원 앞,37.58559036,126.88472748,2.0,0.0,2.0
ST-80,405. DMC빌 앞,37.58265686,126.88578796,2.0,0.0,2.0
ST-81,406. 상암월드컵파크 7단지 앞,37.58111191,126.88087463,10.0,12.0,22.0
ST-83,407. 마포구 육아종합지원센터,37.58063126,126.88367462,2.0,1.0,3.0
ST-84,408. LG CNS앞,37.58081055,126.88665009,10.0,0.0,10.0
ST-86,409. 누리꿈스퀘어 옆,37.57939911,126.88916016,9.0,0.0,9.0
ST-88,410. 상암중학교 옆,37.57739258,126.88747406,1.0,0.0,1.0
ST-90,411. DMC홍보관,37.5779953,126.89147186,8.0,0.0,8.0
ST-91,412. DMC산학협력연구센터 앞,37.57580185,126.89073944,6.0,0.0,6.0
ST-92,413. 상암월드컵파크 3단지 후문,37.57147598,126.88968658,5.0,2.0,7.0
ST-94,414. 상암동주민센터 옆,37.57822037,126.89447021,5.0,0.0,5.0
ST-95,415. DMC역 9번출구 앞,37.57746887,126.89736176,1.0,0.0,1.0
ST-96,416. 상암월드컵파크 1단지 교차로,37.57566452,126.89444733,1.0,0.0,1.0
ST-93,417. DMC역 2번출구 옆,37.57506943,126.8999176,3.0,0.0,3.0
ST-89,418. 월드컵경기장역 3번출구 옆,37.57072067,126.89897919,5.0,0.0,5.0
ST-87,419. 홈플러스 마포점 앞,37.56842041,126.89942932,5.0,1.0,6.0
ST-85,420. 서울시 공공자전거 상암센터,37.56624603,126.8961792,90.0,21.0,111.0
ST-82,421. 마포구청 앞,37.56574631,126.9018631,20.0,2.0,22.0
ST-968,422. 문화비축기지,37.56897736,126.89440155,1.0,0.0,1.0
ST-990,424. 롯데하이마트 (상암월드컵점) ,37.57361984,126.8980484,1.0,0.0,1.0
ST-991,425. DMC첨단산업센터,37.58450317,126.88559723,1.0,0.0,1.0
ST-992,426. 서울신용보증재단,37.54906082,126.95417786,3.0,2.0,5.0
ST-1397,427. 성산시영아파트,37.56958389,126.90381622,29.0,0.0,29.0
ST-1437,428. 명보사거리,37.56439972,126.99143219,1.0,0.0,1.0
ST-1438,429. 송도병원,37.54988861,127.00734711,1.0,7.0,8.0
ST-1439,430. 장충동먹자골목 앞,37.56212616,127.0062561,0.0,3.0,3.0
ST-1440,431. 청계천 영도교,37.5710144,127.01974487,4.0,29.0,33.0
ST-1494,432. 마포중앙도서관,37.56333923,126.90820312,0.0,1.0,1.0
ST-1668,433. 을지로입구역 2번출구,37.56634521,126.98229218,6.0,0.0,6.0
ST-1669,434. 신당 래미안 버스정류장,37.56148911,127.02393341,0.0,1.0,1.0
ST-1670,435. SK 남산빌딩,37.55686188,126.97561646,0.0,0.0,0.0
ST-1675,436. 이대역 5번출구,37.55659103,126.94618988,0.0,0.0,0.0
ST-1691,437. 대흥역 1번출구,37.54846954,126.9409256,4.0,4.0,8.0
ST-1692,438. 성산2-1 공영주차장,37.56472015,126.9067688,23.0,1.0,24.0
ST-1754,440. 하늘공원 입구,37.57012177,126.88134766,8.0,2.0,10.0
ST-1761,441.염천교사거리,37.55989075,126.97149658,3.0,1.0,4.0
ST-1768,442.서울역 서부,37.55641556,126.9691925,1.0,0.0,1.0
ST-1769,443.호암아트홀,37.5621109,126.97071838,1.0,1.0,2.0
ST-1771,445.대한상공회의소,37.56015396,126.97410583,9.0,0.0,9.0
ST-938,446. 상명대입구,37.60012817,126.95783234,0.0,0.0,0.0
ST-939,447. 신영동삼거리,37.60399246,126.96194458,0.0,0.0,0.0
ST-941,449. 일성아파트,37.60871887,126.97286224,0.0,0.0,0.0
ST-978,450. 효자동 삼거리,37.58360291,126.97254944,0.0,0.0,0.0
ST-979,451. 청와대앞길,37.58351517,126.97966766,0.0,1.0,1.0
ST-1605,452. 동대문 종합시장 버스정류장,37.57123947,127.00440979,0.0,1.0,1.0
ST-1606,453. 종로오가 지하쇼핑센터 14번출구,37.57114029,127.00067139,1.0,1.0,2.0
ST-1607,454. 종로2가 버스정류장 (종각방향),37.57035828,126.98638153,2.0,0.0,2.0
ST-1608,455. 종로6가역 버스정류장(동대문 방향),37.570961,127.00605774,3.0,1.0,4.0
ST-1609,456. 숭인2동 주민센터 입구,37.57447052,127.0198288,8.0,16.0,24.0
ST-1610,457. 종로꽃시장 입구 옆,37.57131958,127.00720978,2.0,4.0,6.0
ST-1611,458. 광화문역 5번출구,37.56989288,126.97756958,3.0,0.0,3.0
ST-1619,461. 서울지방경찰청,37.57436371,126.97236633,2.0,2.0,4.0
ST-1752,462. 신영동삼거리(북악터널방향),37.60351181,126.96206665,0.0,0.0,0.0
ST-1756,464. 삼청동 골목,37.58419037,126.98169708,0.0,0.0,0.0
ST-1759,465. 삼청공원 앞,37.58760452,126.9835968,1.0,0.0,1.0
ST-1772,466.롯데호텔,37.56584167,126.97981262,0.0,0.0,0.0
ST-1773,467.한국은행,37.5622139,126.98086548,2.0,0.0,2.0
ST-1774,468.웨스틴 조선호텔,37.56415939,126.97948456,0.0,0.0,0.0
ST-1775,469.회현역 1번출구,37.5592308,126.98014069,1.0,0.0,1.0
ST-1776,470.회현역 7번출구,37.55974579,126.98000336,0.0,0.0,0.0
ST-1777,471.회현사거리 남측,37.56035995,126.98265076,0.0,0.0,0.0
ST-1778,472.삼일교(시그니쳐 타워),37.56787109,126.98840332,2.0,1.0,3.0
ST-1779,473.을지로4가역 9번출구,37.56605148,126.99798584,2.0,1.0,3.0
ST-1780,474.동대문역사문화공원역 1번출구 뒤편,37.56629944,127.00849152,8.0,9.0,17.0
ST-1781,475.DDP 패션몰,37.56764984,127.0118103,2.0,4.0,6.0
ST-1782,476.광희문,37.56443024,127.00995636,0.0,4.0,4.0
ST-1783,477.앰배서더 호텔 주변,37.55928802,127.00268555,0.0,0.0,0.0
ST-1785,479.동대입구역 3번 출구,37.55937576,127.00602722,5.0,2.0,7.0
ST-1786,480.약수역 6번 출구,37.55432129,127.01070404,5.0,9.0,14.0
ST-1787,481.신당역 10번 출구,37.56703186,127.01579285,1.0,4.0,5.0
ST-1789,483.남산타운아파트 버스정류장,37.54758453,127.00643921,0.0,0.0,0.0
ST-1790,484.도동삼거리,37.55614853,126.97742462,0.0,0.0,0.0
ST-1791,485.서울역5번출구,37.55677032,126.97319794,3.0,0.0,3.0
ST-2019,486. 평창동주민센터 앞,37.60627365,126.96832275,1.0,0.0,1.0
ST-2146,487.신석초교앞 교차로 교통섬,37.54364014,126.93830872,32.0,4.0,36.0
ST-2147,488.푸르메병원,37.58456802,126.88021088,2.0,8.0,10.0
ST-2148,489.구룡근린공원,37.58320236,126.88276672,0.0,3.0,3.0
